,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
34,5426,Solana,SOL,solana,628,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,442824764.318864,570877084.5087081,True,,5,,,,2024-03-02T09:04:00.000Z,130.04515862508413,3871230797.1253386,-37.7111,0.65580438,-1.81267561,27.91535344,36.76951275,13.49309952,104.65557096,57587216718.96216,2.466,74239801010.36,,2024-03-02T09:04:00.000Z,,,,,,,2024-03-02 16:04:29.007336
35,52,XRP,XRP,xrp,1237,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio', 'ftx-bankruptcy-estate']",100000000000.0,54664031281.0,99987852435.0,False,,6,,,,2024-03-02T09:04:00.000Z,0.6314358398051841,2530627907.5085196,-14.5825,0.12627132,6.74565776,16.8089455,27.83939561,-0.28676983,1.87125673,34516828499.05509,1.4781,63143583980.52,,2024-03-02T09:04:00.000Z,,,,,,,2024-03-02 16:04:29.007336
36,3408,USDC,USDC,usd-coin,16970,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'coinbase-ventures-portfolio', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,29025494937.45965,29025494937.45965,False,,7,,,,2024-03-02T09:04:00.000Z,0.9999206817092101,7530250165.526429,-20.3682,-0.01458546,0.01460383,-0.01780847,-0.0127635,-0.01508073,0.00843889,29023192684.81188,1.2432,29023192684.81,,2024-03-02T09:04:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2024-03-02 16:04:29.007336
37,2010,Cardano,ADA,cardano,1085,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,35479783334.776,36671429496.447,False,,8,,,,2024-03-02T09:03:00.000Z,0.745692346040332,1353279491.9671767,9.6792,1.42880277,10.93314698,27.72502321,51.22012695,17.78558836,88.92786816,26457002871.91179,1.1329,33556155571.81,,2024-03-02T09:03:00.000Z,,,,,,,2024-03-02 16:04:29.007336
38,74,Dogecoin,DOGE,dogecoin,899,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain', 'ftx-bankruptcy-estate']",,143297876383.70526,143297876383.70526,True,,9,,,,2024-03-02T09:04:00.000Z,0.14614960811668046,4926946764.811292,48.6347,-0.85596471,20.39900407,72.29587955,84.84791354,55.00845737,71.67850592,20942928477.43104,0.8968,20942928477.43,,2024-03-02T09:04:00.000Z,,,,,,,2024-03-02 16:04:29.007336
39,5805,Avalanche,AVAX,avalanche,674,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",720000000.0,377243482.1169365,435933122.1169365,False,,10,,,,2024-03-02T09:03:00.000Z,42.90252025324557,708878238.0885254,-22.3319,0.67959273,1.2609064,18.70208695,28.45606525,-0.59268768,94.28786528,16184696131.926752,0.6931,30889814582.34,,2024-03-02T09:03:00.000Z,,,,,,,2024-03-02 16:04:29.007336
40,5994,Shiba Inu,SHIB,shiba-inu,749,2020-08-01T00:00:00.000Z,"['memes', 'ethereum-ecosystem', 'doggone-doggerel']",,589289521148465.9,589534114404941.2,False,,11,,,,2024-03-02T09:03:00.000Z,2.255981047806375e-05,5540519732.887806,292.8178,-0.72623308,71.66385797,137.149993,153.29726055,106.76622597,165.70991459,13294259913.81833,0.5693,13299777891.33,,2024-03-02T09:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,,2024-03-02 16:04:29.007336
41,1975,Chainlink,LINK,chainlink,1661,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,False,,12,,,,2024-03-02T09:03:00.000Z,21.166699269717572,737505897.0107569,8.9306,-0.32933037,6.00966729,15.22418998,36.02606328,32.12797976,32.17771832,12426968515.834208,0.5321,21166699269.72,,2024-03-02T09:03:00.000Z,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca,,2024-03-02 16:04:29.007336
42,1958,TRON,TRX,tron,937,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'layer-1', 'dwf-labs-portfolio', 'sec-security-token', 'alleged-sec-securities']",,87966173010.97821,87966209127.52725,True,,13,71659659264.0,10089436562.487497,,2024-03-02T09:03:00.000Z,0.1407966025252394,341124760.11737084,-15.4207,-0.04761167,-0.26748727,2.29130288,24.6945153,28.49938925,36.50807585,12385338297.093142,0.5304,12385343382.18,,2024-03-02T09:03:00.000Z,,,,,,,2024-03-02 16:04:29.007336
43,6636,Polkadot,DOT,polkadot-new,697,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1303480621.5291617,1417046960.3375134,True,,14,,,,2024-03-02T09:03:00.000Z,9.005919812762775,438627166.0038749,-1.3246,0.86120064,6.71140902,16.36180503,35.13464721,3.04490124,63.15373107,11739041954.981813,0.5027,12761811295.72,,2024-03-02T09:03:00.000Z,,,,,,,2024-03-02 16:04:29.007336
44,3890,Polygon,MATIC,polygon,1295,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities', 'modular-blockchain', 'standard-crypto-portfolio']",10000000000.0,9899153489.540216,10000000000.0,False,,15,,,,2024-03-02T09:03:00.000Z,1.0720570651166499,709150315.2842704,4.9584,0.08916428,4.9819685,6.34958475,37.16790227,4.59097829,32.11033841,10612457437.135727,0.4545,10720570651.17,,2024-03-02T09:03:00.000Z,,,,,,,2024-03-02 16:04:29.007336
